"nom","sexe","date_naissance","num_deptmt","parti_ratt_financier","nb_mandats","semaines_presence","commission_presences","commission_interventions","hemicycle_interventions","hemicycle_interventions_courtes","amendements_signes","amendements_adoptes","rapports","propositions_ecrites","propositions_signees","questions_ecrites","questions_orales","semaines_presence_S","commission_presences_S","commission_interventions_S","hemicycle_interventions_S","hemicycle_interventions_courtes_S","amendements_signes_S","amendements_adoptes_S","rapports_S","propositions_ecrites_S","propositions_signees_S","questions_ecrites_S","questions_orales_S","score"
"Estelle Grelier","F","1973-06-22",76,"Parti socialiste",4,33,71,99,165,109,605,90,6,1,27,7,2,0.821628455349278,0.826953722338271,0.474120854179886,0.493853651529668,-0.0362434538720873,0.0504353191155301,0.126137159827981,3.15420704745335,0.141870953948648,-0.0855931177805807,-0.232707749554201,-0.319903730318647,39.021244589544
"Jean-Paul Chanteguet","H","1949-12-09",36,"Parti socialiste",2,38,108,325,15,12,196,78,2,1,30,7,1,1.53780145562892,2.23486174921978,3.11853136155709,-0.412094811141367,-0.185224566648481,-0.794700340382154,0.0245333642921063,0.619297228150391,0.141870953948648,0.0796360876053753,-0.232707749554201,-0.740325839739912,38.9645126861129
"Gérard Sebaoun","H","1950-11-28",95,"Parti socialiste",2,35,72,257,278,206,693,262,1,0,25,2,0,1.10809765546113,0.865005290632366,2.32286802305421,1.17633482674185,0.112737658904306,0.232273798420655,1.58245822917551,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.273254262817133,-1.16074794916118,38.9234508559471
"Isabelle Le Callennec","F","1966-10-14",35,"Les Républicains",2,34,51,114,406,311,645,21,0,1,27,104,7,0.964863055405205,0.0659223564563732,0.649634825908461,1.94941084822113,0.274005873765351,0.133089173345132,-0.458084664503297,-0.648157681501089,0.141870953948648,-0.0855931177805807,0.553894607746678,1.78220681678768,38.7977891225327
"Sylvain Berrios","H","1968-05-06",94,"Les Républicains",2,37,42,13,32,136,1059,27,0,4,56,43,7,1.39456685557299,-0.276541758190481,-0.53215925039728,-0.30942065203865,0.00522551566360989,0.988556564621517,-0.40728276673536,-0.648157681501089,1.71038828396832,1.51162253428366,0.0592271459389089,1.78220681678768,38.6885387377237
"Pierre Lellouche","H","1951-05-03",75,"Les Républicains",2,35,54,90,159,377,698,12,3,2,36,4,5,1.10809765546113,0.180077061338658,0.368812471142741,0.457615713022827,0.375374465963722,0.242605530199356,-0.534287511155203,1.25302468297613,0.664710063955205,0.410094498377287,-0.25703565751196,0.941362597945147,38.5233645860033
"Dominique Lefebvre","H","1956-05-07",95,"Parti socialiste",3,37,115,215,189,55,121,56,2,1,26,0,2,1.39456685557299,2.50122272727845,1.8314289022142,0.638805405557034,-0.119181392943482,-0.949676317062658,-0.161740260856997,0.619297228150391,0.141870953948648,-0.140669519575899,-0.289472868122306,-0.319903730318647,38.3676370074791
"Véronique Massonneau","F","1959-07-17",86,"Parti socialiste",1,33,41,94,119,83,2168,282,1,0,13,5,4,0.821628455349278,-0.314593326484576,0.415616196937028,0.216029456310551,-0.0761765356472031,3.28013467313724,1.75179788840197,-0.0144302266753489,-0.380968156057908,-0.856662742915042,-0.248926354859374,0.520940488523882,38.2892703027097
"Philippe Goujon","H","1954-04-30",75,"Les Républicains",3,32,61,65,106,151,922,25,1,3,40,18,7,0.67839385529335,0.446438039397322,0.0762891849284485,0.137513922879061,0.0282638320723305,0.705467113885129,-0.424216732658006,-0.0144302266753489,1.18754917396176,0.630400105558562,-0.143505420375751,1.78220681678768,38.2307352490421
"Marie-George Buffet","F","1949-05-07",93,"Parti communiste Français",2,34,70,105,107,90,989,37,1,3,17,17,7,0.964863055405205,0.788902154044176,0.544326442871316,0.143553579296868,-0.0654253213231334,0.843912319719713,-0.322612937122131,-0.0144302266753489,1.18754917396176,-0.636357135733767,-0.151614723028337,1.78220681678768,38.1686025398204
"Christine Pires Beaune","F","1964-10-06",63,"Parti socialiste",2,32,95,221,132,71,258,128,3,0,26,22,3,0.67839385529335,1.74019136139655,1.90163449090563,0.29454498974204,-0.0946071887741796,-0.66658686632627,0.44788251235825,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.111068209765405,0.100518379102617,38.0648317348597
"Jean-Marie Sermier","H","1961-03-05",39,"Les Républicains",2,37,70,85,121,98,1279,33,1,2,45,29,2,1.39456685557299,0.788902154044176,0.310307813899882,0.228108769146164,-0.0531382192384824,1.44315276288433,-0.356480868967423,-0.0144302266753489,0.664710063955205,0.905782114535155,-0.0543030911973005,-0.319903730318647,37.8576551752731
"Virginie Duby-Muller","F","1979-08-16",74,"Les Républicains",2,34,80,31,42,12,1129,34,1,1,41,142,5,0.964863055405205,1.16941783698512,-0.321542484322989,-0.249024087860581,-0.185224566648481,1.13320080952332,-0.3480138860061,-0.0144302266753489,0.141870953948648,0.685476507353881,0.862048108544961,0.941362597945147,37.4744021726872
"Dino Cinieri","H","1955-07-09",42,"Les Républicains",2,31,93,57,154,130,1282,31,1,0,46,31,4,0.535159255237422,1.66408822480836,-0.0173182666601251,0.427417430933792,-0.00398981089987837,1.44935180195155,-0.373414834890069,-0.0144302266753489,-0.380968156057908,0.960858516330474,-0.0380844858921277,0.520940488523882,37.3515946437364
"Claude Goasguen","H","1945-03-12",75,"Les Républicains",3,36,47,64,85,456,645,13,2,0,79,9,4,1.25133225551706,-0.0862839167200064,0.0645882534798768,0.0106811381051158,0.49670959904965,0.133089173345132,-0.52582052819388,0.619297228150391,-0.380968156057908,2.77837977557599,-0.216489144249028,0.520940488523882,37.1952573923176
"Paul Salen","H","1949-06-17",42,"Les Républicains",1,27,24,8,16,17,1310,25,0,4,75,76,7,-0.0377791449862886,-0.961469987484189,-0.590663907640138,-0.406055154723561,-0.177545127845574,1.50720949991227,-0.424216732658006,-0.648157681501089,1.71038828396832,2.55807416839472,0.32683413347426,1.78220681678768,37.13035992082
"Jacques Krabal","H","1948-04-10",2,"Parti radical de gauche",3,33,43,37,130,76,1015,142,3,1,8,2,9,0.821628455349278,-0.238490189896386,-0.251336895631559,0.282465676906426,-0.0869277499712727,0.897637324968954,0.56642027381677,1.25302468297613,0.141870953948648,-1.13204475189164,-0.273254262817133,2.62305103563021,37.0456025431066
"Bertrand Pancher","H","1958-06-05",55,"Union des démocrates et indépendants",2,33,61,86,176,136,950,61,0,3,15,11,8,0.821628455349278,0.446438039397322,0.322008745348454,0.560289872125544,0.00522551566360989,0.76332481184585,-0.119405346050383,-0.648157681501089,1.18754917396176,-0.746509939324405,-0.200270538943855,2.20262892620894,37.0229525944346
"Marie-Anne Chapdelaine","F","1962-03-20",35,"Parti socialiste",3,37,82,90,60,198,540,181,1,0,27,7,6,1.39456685557299,1.24552097357331,0.368812471142741,-0.140310272340057,0.100450556819655,-0.0838771940075738,0.896632609308362,-0.0144302266753489,-0.380968156057908,-0.0855931177805807,-0.232707749554201,1.36178470736641,36.6211819727727
"Élisabeth Guigou","F","1946-08-06",93,"Parti socialiste",2,36,104,348,38,19,7,6,2,0,26,2,3,1.25133225551706,2.0826554760434,3.38765278487424,-0.273182713531809,-0.174473352324411,-1.18523980161703,-0.58508940892314,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.273254262817133,0.100518379102617,36.6180077734071
"Elisabeth Pochon","F","1955-04-19",93,"Parti socialiste",1,37,65,27,55,37,181,76,5,3,28,3,4,1.39456685557299,0.598644312573702,-0.368346210117276,-0.170508554429091,-0.146827372633946,-0.825695535718255,0.00759939836946051,2.52047959262761,1.18754917396176,-0.030516715985262,-0.265144960164546,0.520940488523882,36.6037800035542
"Monique Rabin","F","1954-07-02",44,"Parti socialiste",3,37,121,146,36,23,414,134,2,0,26,9,2,1.39456685557299,2.72953213704302,1.02406463226276,-0.285262026367422,-0.168329801282086,-0.344236834830821,0.498684410126187,0.619297228150391,-0.380968156057908,-0.140669519575899,-0.216489144249028,-0.319903730318647,36.5734296419976
"Marie-Louise Fort","F","1950-12-03",89,"Les Républicains",3,34,71,26,20,30,792,23,4,1,54,37,3,0.964863055405205,0.826953722338271,-0.380047141565848,-0.381896529052333,-0.157578586958016,0.436842087638921,-0.441150698580652,1.88675213780187,0.141870953948648,1.40146973069302,0.0105713300233906,0.100518379102617,36.5707061227908
"Nicolas Sansu","H","1968-06-17",18,"Parti communiste Français",3,26,54,140,144,136,905,27,3,3,13,12,6,-0.181013745042216,0.180077061338658,0.953859043571326,0.367020866755723,0.00522551566360989,0.670339225837548,-0.40728276673536,1.25302468297613,1.18754917396176,-0.856662742915042,-0.192161236291269,1.36178470736641,36.4064369971238
"Joaquim Pueyo","H","1950-05-30",61,"Parti socialiste",3,35,120,141,36,3,81,28,4,1,26,26,2,1.10809765546113,2.69148056874892,0.965559975019897,-0.285262026367422,-0.199047556493713,-1.03233017129226,-0.398815783774037,1.88675213780187,0.141870953948648,-0.140669519575899,-0.0786309991550596,-0.319903730318647,36.3999589900506
"Éric Straumann","H","1964-08-17",68,"Les Républicains",2,39,75,43,22,105,1630,45,0,0,57,45,2,1.68103605568484,0.97915999551465,-0.181131306940129,-0.369817216216719,-0.0423870049144128,2.16844033374909,-0.254877073431548,-0.648157681501089,-0.380968156057908,1.56669893607898,0.0754457512440817,-0.319903730318647,36.2401885381443
"Jean-Claude Mathis","H","1939-08-15",10,"Les Républicains",2,32,76,44,14,4,1509,34,0,0,59,58,5,0.67839385529335,1.01721156380875,-0.169430375491557,-0.418134467559174,-0.197511668733132,1.91841242470454,-0.3480138860061,-0.648157681501089,-0.380968156057908,1.67685173966962,0.180866685727705,0.941362597945147,36.184977143091
"Guy Geoffroy","H","1949-05-26",77,"Les Républicains",2,37,47,84,187,412,647,29,1,1,61,9,3,1.39456685557299,-0.0862839167200064,0.298606882451311,0.62672609272142,0.42913053758407,0.137221866056613,-0.390348800812714,-0.0144302266753489,0.141870953948648,1.78700454326025,-0.216489144249028,0.100518379102617,36.0807049609358
"Luc Belot","H","1974-09-06",49,"Parti socialiste",3,38,70,37,41,50,333,130,6,0,24,26,3,1.53780145562892,0.788902154044176,-0.251336895631559,-0.255063744278388,-0.126860831746388,-0.511610889645766,0.464816478280896,3.15420704745335,-0.380968156057908,-0.250822323166537,-0.0786309991550596,0.100518379102617,36.0389305263288
"Philippe Vigier","H","1958-02-03",28,"Union des démocrates et indépendants",4,30,40,25,281,197,1067,59,1,1,32,14,8,0.391924655181495,-0.352644894778671,-0.391748073014419,1.19445379599527,0.0989146690590738,1.00508733546744,-0.136339311973028,-0.0144302266753489,0.141870953948648,0.189788891196013,-0.175942630986096,2.20262892620894,35.9478201786367
"Catherine Lemorton","F","1961-06-20",31,"Parti socialiste",1,27,71,362,264,308,258,152,1,0,26,4,1,-0.0377791449862886,0.826953722338271,3.55146582515424,1.09177963689255,0.269398210483607,-0.66658686632627,0.651090103429999,-0.0144302266753489,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.740325839739912,35.9461825667355
"Nicolas Dhuicq","H","1960-11-29",10,"Les Républicains",3,30,20,28,332,248,1195,32,1,2,71,32,2,0.391924655181495,-1.11367626066057,-0.356645278668704,1.50247627330342,0.177244944848724,1.26957966900216,-0.364947851928746,-0.0144302266753489,0.664710063955205,2.33776856121344,-0.0299751832395413,-0.319903730318647,35.924819474363
"Yannick Moreau","H","1975-08-04",85,"Les Républicains",3,32,65,44,101,100,1193,19,1,2,46,41,4,0.67839385529335,0.598644312573702,-0.169430375491557,0.107315640790026,-0.0500664437173197,1.26544697629068,-0.475018630425943,-0.0144302266753489,0.664710063955205,0.960858516330474,0.0430085406337361,0.520940488523882,35.8913047895313
"Patrick Mennucci","H","1955-04-08",13,"Parti socialiste",2,37,83,128,69,165,502,71,4,0,25,13,2,1.39456685557299,1.28357254186741,0.813447866188465,-0.0859533645797946,0.0497662607204698,-0.162398355525696,-0.0347355164371538,1.88675213780187,-0.380968156057908,-0.195745921371218,-0.184051933638683,-0.319903730318647,35.7304098654839
"Chantal Guittet","F","1955-03-12",29,"Parti socialiste",2,33,95,52,69,79,637,161,3,0,28,20,3,0.821628455349278,1.74019136139655,-0.0758229239029835,-0.0859533645797946,-0.0823200866895286,0.116558402499212,0.727292950081904,1.25302468297613,-0.380968156057908,-0.030516715985262,-0.127286815070578,0.100518379102617,35.5159552622758
"Xavier Breton","H","1962-11-25",1,"Les Républicains",3,36,54,23,234,160,1144,22,0,0,38,21,7,1.25133225551706,0.180077061338658,-0.415149935911563,0.910589944358344,0.0420868219175629,1.16419600485942,-0.449617681541974,-0.648157681501089,-0.380968156057908,0.520247301967925,-0.119177512417992,1.78220681678768,35.1780016965292
"Philippe Le Ray","H","1968-06-16",56,"Les Républicains",3,31,66,49,32,137,723,18,2,0,25,365,4,0.535159255237422,0.636695880867796,-0.110925718248699,-0.30942065203865,0.00676140342419126,0.294264189092857,-0.483485613387266,0.619297228150391,-0.380968156057908,-0.195745921371218,2.67042260007172,0.520940488523882,35.0935132500165
"Marie-Noëlle Battistel","F","1956-08-20",38,"Parti socialiste",3,33,98,138,102,48,159,81,3,0,26,8,4,0.821628455349278,1.85434606627883,0.930457180674182,0.113355297207833,-0.129932607267551,-0.871155155544536,0.0499343131760749,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.224598446901615,0.520940488523882,35.0773506939445
"Martial Saddier","H","1969-10-15",74,"Les Républicains",2,26,34,103,266,317,1287,62,0,0,53,128,3,-0.181013745042216,-0.58095430454324,0.520924579974173,1.10385894972817,0.283221200328839,1.45968353373025,-0.11093836308906,-0.648157681501089,-0.380968156057908,1.3463933288977,0.748517871408752,0.100518379102617,34.7476921996383
"Hervé Pellois","H","1951-04-17",56,"Parti socialiste",3,38,134,80,21,6,656,169,0,0,22,32,2,1.53780145562892,3.22420252486625,0.251803156657024,-0.375856872634526,-0.194439893211969,0.155818983258273,0.795028813772487,-0.648157681501089,-0.380968156057908,-0.360975126757174,-0.0299751832395413,-0.319903730318647,34.7313470771247
"Frédéric Reiss","H","1949-11-12",67,"Les Républicains",2,35,44,45,147,102,1110,27,0,0,43,24,8,1.10809765546113,-0.200438621602291,-0.157729444042985,0.385139836009144,-0.0469946681961569,1.09394022876426,-0.40728276673536,-0.648157681501089,-0.380968156057908,0.795629310944518,-0.0948496044602324,2.20262892620894,34.7182772329914
"Thierry Benoit","H","1966-09-13",35,"Union des démocrates et indépendants",4,34,49,50,108,181,693,46,1,1,10,35,11,0.964863055405205,-0.0101807801318166,-0.0992247868001269,0.149593235714675,0.0743404648897718,0.232273798420655,-0.246410090470226,-0.0144302266753489,0.141870953948648,-1.021891948301,-0.00564727528178216,3.46389525447273,34.6696282329388
"Razzy Hammadi","H","1979-02-22",93,"Parti socialiste",1,36,62,66,155,164,473,129,3,0,27,2,4,1.25133225551706,0.484489607691417,0.0879901163770202,0.433457087351599,0.0482303729598884,-0.222322399842158,0.456349495319573,1.25302468297613,-0.380968156057908,-0.0855931177805807,-0.273254262817133,0.520940488523882,34.5346829118485
"Christophe Castaner","H","1966-01-03",4,"Parti socialiste",2,14,37,165,167,51,742,651,2,0,25,10,1,-1.89982894571335,-0.466799599660955,1.24638232978562,0.505932964365282,-0.125324943985807,0.333524769851918,4.87611460113011,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.208379841596442,-0.740325839739912,34.5108071811726
"Annick Le Loch","F","1954-11-04",29,"Parti socialiste",1,33,104,100,9,1,401,107,3,0,28,20,3,0.821628455349278,2.0826554760434,0.485821785628458,-0.448332749648209,-0.202119332014876,-0.371099337455442,0.270075870170469,1.25302468297613,-0.380968156057908,-0.030516715985262,-0.127286815070578,0.100518379102617,34.2415839314613
"Damien Abad","H","1980-04-05",1,"Les Républicains",2,24,31,3,86,102,1303,36,1,0,89,64,5,-0.467482945154072,-0.695109009425525,-0.649168564882996,0.0167207945229227,-0.0469946681961569,1.49274507542209,-0.331079920083454,-0.0144302266753489,-0.380968156057908,3.32914379352918,0.229522501643223,0.941362597945147,34.1705715844884
"Marietta Karamanli","F","1964-12-18",72,"Parti socialiste",3,32,84,66,16,1,54,23,5,2,28,58,3,0.67839385529335,1.3216241101615,0.0879901163770202,-0.406055154723561,-0.202119332014876,-1.08812152289724,-0.441150698580652,2.52047959262761,0.664710063955205,-0.030516715985262,0.180866685727705,0.100518379102617,34.0788415091091
"Claude Bartolone","H","1951-07-29",93,"Parti socialiste",2,33,22,185,482,2377,0,0,1,0,25,0,0,0.821628455349278,-1.03757312407238,1.48040095875705,2.40842473597446,3.44714998712647,-1.19970422610721,-0.635891306691078,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.289472868122306,-1.16074794916118,33.7290248236485
"Marie-Hélène Fabre","F","1951-07-27",11,"Parti socialiste",2,35,108,63,16,7,605,176,2,0,26,54,1,1.10809765546113,2.23486174921978,0.0528873220313051,-0.406055154723561,-0.192904005451388,0.0504353191155301,0.854297694501748,0.619297228150391,-0.380968156057908,-0.140669519575899,0.148429475117359,-0.740325839739912,33.6420596535916
"Olivier Falorni","H","1972-03-27",17,"Parti radical de gauche",2,39,66,14,66,39,833,104,0,0,5,55,10,1.68103605568484,0.636695880867796,-0.520458318948708,-0.104072333833215,-0.143755597112784,0.521562288224263,0.244674921286501,-0.648157681501089,-0.380968156057908,-1.29727395727759,0.156538777769946,3.04347314505147,33.5979789316936
"Viviane Le Dissez","F","1959-03-22",22,"Parti socialiste",2,33,74,59,62,22,504,234,2,0,27,6,4,0.821628455349278,0.941108427220556,0.00608359623701834,-0.128230959504443,-0.169865689042667,-0.158265662814216,1.34538270625847,0.619297228150391,-0.380968156057908,-0.0855931177805807,-0.240817052206787,0.520940488523882,33.357711933971
"Yves Fromion","H","1941-09-15",18,"Les Républicains",3,32,69,147,41,196,1203,32,1,2,32,4,1,0.67839385529335,0.750850585750081,1.03576556371133,-0.255063744278388,0.0973787812984925,1.28611043984809,-0.364947851928746,-0.0144302266753489,0.664710063955205,0.189788891196013,-0.25703565751196,-0.740325839739912,33.3101789339781
"Charles de La Verpillière","H","1954-05-31",1,"Les Républicains",2,31,45,24,56,53,698,14,3,2,38,15,6,0.535159255237422,-0.162387053308196,-0.403449004462991,-0.164468898011284,-0.122253168464644,0.242605530199356,-0.517353545232557,1.25302468297613,0.664710063955205,0.520247301967925,-0.16783332833351,1.36178470736641,33.2336395514612
"Jean-Yves Caullet","H","1957-02-08",89,"Parti socialiste",3,35,93,138,97,87,264,93,1,0,28,0,4,1.10809765546113,1.66408822480836,0.930457180674182,0.0831570151187986,-0.0700329846048775,-0.65418878819183,0.151538108711949,-0.0144302266753489,-0.380968156057908,-0.030516715985262,-0.289472868122306,0.520940488523882,33.1821777413416
"Cécile Duflot","F","1975-04-01",75,"Europe Écologie Les Verts",1,25,48,102,91,30,1952,273,0,0,14,2,4,-0.324248345098144,-0.0482323484259115,0.509223648525601,0.0469190766119572,-0.157578586958016,2.83380386029739,1.67559504175007,-0.648157681501089,-0.380968156057908,-0.801586341119723,-0.273254262817133,0.520940488523882,33.0208234441205
"Dominique Raimbourg","H","1950-04-28",44,"Parti socialiste",1,33,57,101,132,60,184,131,5,0,27,4,2,0.821628455349278,0.294231766220943,0.497522717077029,0.29454498974204,-0.111501954140575,-0.819496496651035,0.473283461242218,2.52047959262761,-0.380968156057908,-0.0855931177805807,-0.25703565751196,-0.319903730318647,32.9592559599538
"Corinne Erhel","F","1967-02-03",22,"Parti socialiste",2,32,95,49,28,6,348,126,3,1,27,9,3,0.67839385529335,1.74019136139655,-0.110925718248699,-0.333579277709878,-0.194439893211969,-0.480615694309665,0.430948546435604,1.25302468297613,0.141870953948648,-0.0855931177805807,-0.216489144249028,0.100518379102617,32.9497838289594
"François-Michel Lambert","H","1966-08-24",13,"Parti socialiste",2,30,34,74,85,45,2004,281,1,0,15,14,2,0.391924655181495,-0.58095430454324,0.181597567965594,0.0106811381051158,-0.134540270549295,2.94125387079587,1.74333090544065,-0.0144302266753489,-0.380968156057908,-0.746509939324405,-0.175942630986096,-0.319903730318647,32.9308586180402
"Yves Daniel","H","1954-07-31",44,"Parti socialiste",3,36,100,58,9,4,387,71,2,1,28,86,2,1.25133225551706,1.93044920286702,-0.00561733521155336,-0.448332749648209,-0.197511668733132,-0.400028186435803,-0.0347355164371538,0.619297228150391,0.141870953948648,-0.030516715985262,0.407927160000123,-0.319903730318647,32.927671179423
"Gaby Charroux","H","1942-06-25",13,"Parti communiste Français",2,29,39,12,106,38,905,27,2,1,18,3,10,0.248690055125567,-0.390696463072766,-0.543860181845851,0.137513922879061,-0.145291484873365,0.670339225837548,-0.40728276673536,0.619297228150391,0.141870953948648,-0.581280733938449,-0.265144960164546,3.04347314505147,31.9855528351769
"Jean-Yves Le Déaut","H","1945-02-01",54,"Parti socialiste",2,23,35,170,32,11,122,22,9,1,26,25,1,-0.610717545209999,-0.542902736249145,1.30488698702848,-0.30942065203865,-0.186760454409062,-0.947609970706918,-0.449617681541974,5.05538941193057,0.141870953948648,-0.140669519575899,-0.086740301807646,-0.740325839739912,31.8874785083651
"Fernand Siré","H","1945-03-31",66,"Les Républicains",2,24,39,40,31,30,1539,45,0,1,86,32,2,-0.467482945154072,-0.390696463072766,-0.216234101285844,-0.315460308456457,-0.157578586958016,1.98040281537675,-0.254877073431548,-0.648157681501089,0.141870953948648,3.16391458814322,-0.0299751832395413,-0.319903730318647,31.8836760260226
"Yves Blein","H","1954-10-12",69,"Parti socialiste",2,36,98,75,21,10,257,100,1,0,25,13,5,1.25133225551706,1.85434606627883,0.193298499414165,-0.375856872634526,-0.188296342169644,-0.66865321268201,0.210806989441209,-0.0144302266753489,-0.380968156057908,-0.195745921371218,-0.184051933638683,0.941362597945147,31.7796720723045
"Guy Teissier","H","1945-04-04",13,"Les Républicains",3,22,20,9,27,40,645,20,1,4,99,38,3,-0.753952145265927,-1.11367626066057,-0.578962976191566,-0.339618934127685,-0.142219709352202,0.133089173345132,-0.46655164746462,-0.0144302266753489,1.71038828396832,3.87990781148236,0.018680632675977,0.100518379102617,31.7553727145822
"Didier Quentin","H","1946-12-23",17,"Les Républicains",2,29,64,32,6,3,769,19,2,0,66,68,3,0.248690055125567,0.560592744279607,-0.309841552874417,-0.46645171890163,-0.199047556493713,0.3893161214569,-0.475018630425943,0.619297228150391,-0.380968156057908,2.06238655223685,0.261959712253569,0.100518379102617,31.7023961360753
"Régis Juanico","H","1972-02-05",42,"Parti socialiste",2,38,106,65,26,12,327,65,2,0,27,19,2,1.53780145562892,2.15875861263159,0.0762891849284485,-0.345658590545491,-0.185224566648481,-0.524008967780206,-0.0855374142050911,0.619297228150391,-0.380968156057908,-0.0855931177805807,-0.135396117723164,-0.319903730318647,31.5035990922803
"Alain Moyne-Bressand","H","1945-07-30",38,"Les Républicains",2,33,55,35,8,1,510,13,0,1,88,22,3,0.821628455349278,0.218128629632753,-0.274738758528702,-0.454372406066016,-0.202119332014876,-0.145867584679776,-0.52582052819388,-0.648157681501089,0.141870953948648,3.27406739173386,-0.111068209765405,0.100518379102617,31.1726989769838
"Jean-Patrick Gille","H","1962-01-28",37,"Parti socialiste",3,33,73,108,76,41,425,168,1,1,26,26,2,0.821628455349278,0.903056858926461,0.579429237217031,-0.0436757696551463,-0.140683821591621,-0.321507024917681,0.786561830811165,-0.0144302266753489,0.141870953948648,-0.140669519575899,-0.0786309991550596,-0.319903730318647,31.121467566343
"Annie Le Houerou","F","1960-03-31",22,"Parti socialiste",3,28,48,104,87,58,580,243,3,0,26,16,2,0.105455455069639,-0.0482323484259115,0.532625511422745,0.0227604509407296,-0.114573729661737,-0.00122333977797141,1.42158555291038,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.159724025680923,-0.319903730318647,31.1144262468497
"Jacqueline Fraysse","F","1947-02-25",92,"Parti communiste Français",2,29,25,128,384,225,981,31,0,1,17,10,5,0.248690055125567,-0.923418419190094,0.813447866188465,1.81653840702938,0.141919526355352,0.827381548873792,-0.373414834890069,-0.648157681501089,0.141870953948648,-0.636357135733767,-0.208379841596442,0.941362597945147,31.0445507428647
"Jean-Pierre Le Roch","H","1946-03-18",56,"Parti socialiste",2,33,92,67,20,3,660,156,1,0,28,42,2,0.821628455349278,1.62603665651426,0.0996910478255919,-0.381896529052333,-0.199047556493713,0.164084368681233,0.68495803527529,-0.0144302266753489,-0.380968156057908,-0.030516715985262,0.0511178432863225,-0.319903730318647,30.9940346018322
"Dominique Potier","H","1964-03-17",54,"Parti socialiste",2,33,67,69,81,28,494,150,3,0,26,8,2,0.821628455349278,0.674747449161891,0.123092910722735,-0.0134774875661118,-0.160650362479179,-0.178929126371616,0.634156137507353,1.25302468297613,-0.380968156057908,-0.140669519575899,-0.224598446901615,-0.319903730318647,30.9128836782087
"Jean-Louis Touraine","H","1945-10-08",69,"Parti socialiste",3,29,47,84,177,57,391,210,4,0,26,8,1,0.248690055125567,-0.0862839167200064,0.298606882451311,0.566329528543351,-0.116109617422319,-0.391762801012842,1.14217511518672,1.88675213780187,-0.380968156057908,-0.140669519575899,-0.224598446901615,-0.740325839739912,30.850456302363
"Arlette Grosskost","F","1953-07-19",68,"Les Républicains",2,24,51,18,19,18,1069,27,0,1,74,25,5,-0.467482945154072,0.0659223564563732,-0.473654593154421,-0.38793618547014,-0.176009240084992,1.00922002817892,-0.40728276673536,-0.648157681501089,0.141870953948648,2.5029977665994,-0.086740301807646,0.941362597945147,30.7341535050088
"Colette Capdevielle","F","1958-10-14",64,"Parti socialiste",2,33,61,113,117,73,660,152,2,0,25,17,1,0.821628455349278,0.446438039397322,0.63793389445989,0.203950143474937,-0.0915354132530168,0.164084368681233,0.651090103429999,0.619297228150391,-0.380968156057908,-0.195745921371218,-0.151614723028337,-0.740325839739912,30.6613438378929
"Frédérique Massat","F","1964-01-14",9,"Parti socialiste",2,35,122,189,12,9,220,86,0,0,26,4,1,1.10809765546113,2.76758370533711,1.52720468455134,-0.430213780394788,-0.189832229930225,-0.745108027844393,0.0922692279826892,-0.648157681501089,-0.380968156057908,-0.140669519575899,-0.25703565751196,-0.740325839739912,30.6092236015347
"Jean-François Mancel","H","1948-03-01",60,"Les Républicains",3,27,58,30,10,7,577,16,2,8,29,15,0,-0.0377791449862886,0.332283334515037,-0.333243415771561,-0.442293093230402,-0.192904005451388,-0.00742237884519158,-0.500419579309912,0.619297228150391,3.80174472399454,0.0245596858100567,-0.16783332833351,-1.16074794916118,30.541959148747
"Philippe Folliot","H","1963-07-14",81,"Union des démocrates et indépendants",4,28,45,62,101,40,837,54,0,2,25,31,7,0.105455455069639,-0.162387053308196,0.0411863905827334,0.107315640790026,-0.142219709352202,0.529827673647224,-0.178674226779643,-0.648157681501089,0.664710063955205,-0.195745921371218,-0.0380844858921277,1.78220681678768,30.3718403062668
"Jean-René Marsac","H","1954-04-21",35,"Parti socialiste",1,32,93,43,11,3,632,114,2,0,27,41,2,0.67839385529335,1.66408822480836,-0.181131306940129,-0.436253436812595,-0.199047556493713,0.106226670720512,0.32934475089973,0.619297228150391,-0.380968156057908,-0.0855931177805807,0.0430085406337361,-0.319903730318647,30.3036773798524
"Laure de La Raudière","F","1965-02-12",28,"Les Républicains",4,30,50,49,30,62,790,25,0,1,55,41,5,0.391924655181495,0.0278707881622783,-0.110925718248699,-0.321499964874264,-0.108430178619412,0.432709394927441,-0.424216732658006,-0.648157681501089,0.141870953948648,1.45654613248834,0.0430085406337361,0.941362597945147,30.2661508982783
"Patrice Carvalho","H","1952-11-15",60,"Parti communiste Français",3,26,50,69,125,76,900,27,0,1,16,35,9,-0.181013745042216,0.0278707881622783,0.123092910722735,0.252267394817392,-0.0869277499712727,0.660007494058847,-0.40728276673536,-0.648157681501089,0.141870953948648,-0.691433537529086,-0.00564727528178216,2.62305103563021,30.231144704389
